着飾る	きかざる	Se parer, s'endimancher			<span class="kanji">着飾<span class="furigana">きかざ</span></span>る			
新郎新婦	しんろうしんぷ	Nouveaux mariés			<span class="kanji">新郎新婦<span class="furigana">しんろうしんぷ</span></span>			
郎党	ろうとう	Suite, vassaux			<span class="kanji">郎党<span class="furigana">ろうとう</span></span>			
野郎	やろう	Type, gars, mec			<span class="kanji">野郎<span class="furigana">やろう</span></span>			
太郎	たろう	Tarô (Prénom masculin)			<span class="kanji">太郎<span class="furigana">たろう</span></span>			
二郎	じろう	Jirô (Prénom masculin)			<span class="kanji">二郎<span class="furigana">じろう</span></span>			
次郎	じろう	Jirô (Prénom masculin)			<span class="kanji">次郎<span class="furigana">じろう</span></span>			
廊下	ろうか	Couloir, corridor			<span class="kanji">廊下<span class="furigana">ろうか</span></span>			
回廊	かいろう	Galerie, corridor			<span class="kanji">回廊<span class="furigana">かいろう</span></span>			
画廊	がろう	Galerie d'art			<span class="kanji">画廊<span class="furigana">がろう</span></span>			
甲	こう	A, (N°)1 (dans une série); coquille protectrice, carapace de tortue			<span class="kanji">甲<span class="furigana">こう</span></span>			
甲種	こうしゅ	Première classe, premier rang			<span class="kanji">甲種<span class="furigana">こうしゅ</span></span>			
甲鉄	こうてつ	Blindage			<span class="kanji">甲鉄<span class="furigana">こうてつ</span></span>			
甲高い	かんだかい	Perçant, suraïgu			<span class="kanji">甲高<span class="furigana">かんだか</span></span>い			
生き甲斐	いきがい	Raison de vivre			<span class="kanji">生<span class="furigana">い</span></span>き<span class="kanji">甲斐<span class="furigana">がい</span></span>			
乙	おつ	B, (N°)2 (dans une série); second; basse (voix); étrange; chic; subtil			<span class="kanji">乙<span class="furigana">おつ</span></span>			
甲乙	こうおつ	A et B; différence, distinction			<span class="kanji">甲乙<span class="furigana">こうおつ</span></span>			
乙女	おとめ	Jeune fille, vierge			<span class="kanji">乙女<span class="furigana">おとめ</span></span>			
乙な味	おつなあじ	Goût délicat, fin			<span class="kanji">乙<span class="furigana">おつ</span></span>な<span class="kanji">味<span class="furigana">あじ</span></span>			
丙	へい	C, (N°)3 (dans une série)			<span class="kanji">丙<span class="furigana">へい</span></span>			
甲乙丙	こうおつへい	A, B, C; (N°)1, 2, 3			<span class="kanji">甲乙丙<span class="furigana">こうおつへい</span></span>			
丙午	ひのえうま	43ème année du cycle sexagésimal			<span class="kanji">丙午<span class="furigana">ひのえうま</span></span>			
柄	がら	Dessin, motif; taille; caractère			<span class="kanji">柄<span class="furigana">がら</span></span>			
柄	え	Poignée, manche			<span class="kanji">柄<span class="furigana">え</span></span>			
横柄	おうへい	Arrogance, insolence			<span class="kanji">横柄<span class="furigana">おうへい</span></span>			
人柄	ひとがら	Caractère, personnalité			<span class="kanji">人柄<span class="furigana">ひとがら</span></span>			
事柄	ことがら	Circonstances, chose, affaire, cas			<span class="kanji">事柄<span class="furigana">ことがら</span></span>			
間柄	あいだがら	Relations, rapports, liens			<span class="kanji">間柄<span class="furigana">あいだがら</span></span>			
身柄	みがら	Personne, corps			<span class="kanji">身柄<span class="furigana">みがら</span></span>			
乞う	こう	Implorer, supplier			<span class="kanji">乞<span class="furigana">こ</span></span>う			
乞食	こじき	Mendiant; mendier			<span class="kanji">乞食<span class="furigana">こじき</span></span>			
押す	おす	Pousser, presser, appuyer			<span class="kanji">押<span class="furigana">お</span></span>す			
押さえる	おさえる	Retenir, maintenir, réprimer, confisquer			<span class="kanji">押<span class="furigana">お</span></span>さえる			
押収	おうしゅう	Confiscation			<span class="kanji">押収<span class="furigana">おうしゅう</span></span>			
押し入れ	おしいれ	Placard			<span class="kanji">押<span class="furigana">お</span></span>し<span class="kanji">入<span class="furigana">い</span></span>れ			
後押し	あとおし	Appui, soutien, piston			<span class="kanji">後押<span class="furigana">あとお</span></span>し			
押し付ける	おしつける	Presser; contraindre			<span class="kanji">押<span class="furigana">お</span></span>し<span class="kanji">付<span class="furigana">つ</span></span>ける			
抽出	ちゅうしゅつ	Extraction, échantillonnage			<span class="kanji">抽出<span class="furigana">ちゅうしゅつ</span></span>			
抽象	ちゅうしょう	Abstraction			<span class="kanji">抽象<span class="furigana">ちゅうしょう</span></span>			
抽象的	ちゅうしょうてき	Abstrait			<span class="kanji">抽象的<span class="furigana">ちゅうしょうてき</span></span>			
抽選	ちゅうせん	Tirage au sort, loterie			<span class="kanji">抽選<span class="furigana">ちゅうせん</span></span>			
抽選券	ちゅうせんけん	Billet de loterie			<span class="kanji">抽選券<span class="furigana">ちゅうせんけん</span></span>			
軸	じく	Axe, pivot; rouleau (arts graphiques)			<span class="kanji">軸<span class="furigana">じく</span></span>			
車軸	しゃじく	Essieu, axe			<span class="kanji">車軸<span class="furigana">しゃじく</span></span>			
地軸	ちじく	Axe de la terre			<span class="kanji">地軸<span class="furigana">ちじく</span></span>			
自転軸	じてんじく	Axe de rotation			<span class="kanji">自転軸<span class="furigana">じてんじく</span></span>			
袖	そで	Manche			<span class="kanji">袖<span class="furigana">そで</span></span>			
領袖	りょうしゅう	Chef, leader, boss			<span class="kanji">領袖<span class="furigana">りょうしゅう</span></span>			
半袖	はんそで	Manche courte			<span class="kanji">半袖<span class="furigana">はんそで</span></span>			
長袖	ながそで	Manche longue			<span class="kanji">長袖<span class="furigana">ながそで</span></span>			
袖口	そでぐち	Poignet, manchette			<span class="kanji">袖口<span class="furigana">そでぐち</span></span>			
裾	すそ	Ourlet, bord inférieur; traîne; pied (d'une montagne)			<span class="kanji">裾<span class="furigana">すそ</span></span>			
山裾	やますそ	Pied / base de la montagne			<span class="kanji">山裾<span class="furigana">やますそ</span></span>			
裾野	すその	Pied d'une montagne			<span class="kanji">裾野<span class="furigana">すその</span></span>			
捜す	さがす	Chercher, rechercher, fouiller			<span class="kanji">捜<span class="furigana">さが</span></span>す			
捜査	そうさ	Enquête, recherche, investigation			<span class="kanji">捜査<span class="furigana">そうさ</span></span>			
家宅捜査	かたくそうさ	Perquisition domiciliaire			<span class="kanji">家宅捜査<span class="furigana">かたくそうさ</span></span>			
捜査本部	そうさほんぶ	Police judiciaire			<span class="kanji">捜査本部<span class="furigana">そうさほんぶ</span></span>			
捜し回る	さがしまわる	Fouiller partout			<span class="kanji">捜<span class="furigana">さが</span></span>し<span class="kanji">回<span class="furigana">まわ</span></span>る			
捜し当てる	さがしあてる	Trouver, découvrir, localiser			<span class="kanji">捜<span class="furigana">さが</span></span>し<span class="kanji">当<span class="furigana">あ</span></span>てる			
宇内	うだい	Le monde entier			<span class="kanji">宇内<span class="furigana">うだい</span></span>			
気宇広大	きうこうだい	Magnanime			<span class="kanji">気宇広大<span class="furigana">きうこうだい</span></span>			
宇都宮	うつのみや	Utsunomiya (capitale de la préfecture de Tochigi)			<span class="kanji">宇都宮<span class="furigana">うつのみや</span></span>			
宙	ちゅう	En l'air, espace, ciel			<span class="kanji">宙<span class="furigana">ちゅう</span></span>			
宇宙	うちゅう	Cosmos, univers		5	<span class="kanji">宇宙<span class="furigana">うちゅう</span></span>			
宇宙旅行	うちゅうりょこう	Voyage spatial			<span class="kanji">宇宙旅行<span class="furigana">うちゅうりょこう</span></span>			
宇宙飛行士	うちゅうひこうし	Astronaute, cosmonaute			<span class="kanji">宇宙飛行士<span class="furigana">うちゅうひこうし</span></span>			
宇宙遊泳	うちゅうゆうえい	Marche (d'un cosmonaute) dans l'espace		5	<span class="kanji">宇宙遊泳<span class="furigana">うちゅうゆうえい</span></span>			
大宇宙	だいうちゅう	Macrocosme, univers			<span class="kanji">大宇宙<span class="furigana">だいうちゅう</span></span>			
宙返り	ちゅうがえり	Saut périlleux, looping			<span class="kanji">宙返<span class="furigana">ちゅうがえ</span></span>り			
届く	とどく	Atteindre, arriver			<span class="kanji">届<span class="furigana">とど</span></span>く			
届ける	とどける	Déclarer, notifier; envoyer, délivrer			<span class="kanji">届<span class="furigana">とど</span></span>ける			
欠席届け	けっせきとどけ	Notification d'absence			<span class="kanji">欠席届<span class="furigana">けっせきとど</span></span>け			
欠勤届け	けっきんとどけ	Avis d'absence (au travail)			<span class="kanji">欠勤届<span class="furigana">けっきんとど</span></span>け			
無届け	むとどけ	Sans prévenir / avertir (absence)			<span class="kanji">無届<span class="furigana">むとど</span></span>け			
届け先	とどけさき	Destination; destinataire			<span class="kanji">届<span class="furigana">とど</span></span>け<span class="kanji">先<span class="furigana">さき</span></span>			
択	たく	Sélection, choix			<span class="kanji">択<span class="furigana">たく</span></span>			
選択	せんたく	Sélection, choix			<span class="kanji">選択<span class="furigana">せんたく</span></span>			
選択科目	せんたくかもく	Matière à option / facultative			<span class="kanji">選択科目<span class="furigana">せんたくかもく</span></span>			
採択	さいたく	Adoption, choix			<span class="kanji">採択<span class="furigana">さいたく</span></span>			
二者択一	にしゃたくいつ	Choix entre deux choses, alternative			<span class="kanji">二者択一<span class="furigana">にしゃたくいつ</span></span>			
光沢	こうたく	Brillant, poli, lustre			<span class="kanji">光沢<span class="furigana">こうたく</span></span>			
贅沢	ぜいたく	Luxe, extravagance; dépensier			<span class="kanji">贅沢<span class="furigana">ぜいたく</span></span>			
毛沢東	もうたくとう	Mao Zedong (1893 - 1976)			<span class="kanji">毛沢東<span class="furigana">もうたくとう</span></span>			
金沢	かなざわ	Kanazawa (capitale de la préfecture d'Ishikawa)			<span class="kanji">金沢<span class="furigana">かなざわ</span></span>			
召す	めす	(Honorifique) appeler; manger, conduire; prendre (bain); porter (vêtement); acheter			<span class="kanji">召<span class="furigana">め</span></span>す			
応召	おうしょう	Appel (sous les drapeaux)			<span class="kanji">応召<span class="furigana">おうしょう</span></span>			
召集	しょうしゅう	Convocation (parlement), mobilisation			<span class="kanji">召集<span class="furigana">しょうしゅう</span></span>			
召し上がる	めしあがる	Manger, boire, prendre (poli)			<span class="kanji">召<span class="furigana">め</span></span>し<span class="kanji">上<span class="furigana">あ</span></span>がる			
お召し物	おめしもの	Vêtement (poli)			お<span class="kanji">召<span class="furigana">め</span></span>し<span class="kanji">物<span class="furigana">もの</span></span>			
沼	ぬま	Marais, marécage			<span class="kanji">沼<span class="furigana">ぬま</span></span>			
沼沢	しょうたく	Marais, marécage			<span class="kanji">沼沢<span class="furigana">しょうたく</span></span>			
湖沼	こしょう	Étangs et marais			<span class="kanji">湖沼<span class="furigana">こしょう</span></span>			
沼地	ぬまち	Terrain marécageux			<span class="kanji">沼地<span class="furigana">ぬまち</span></span>			
沼田	ぬまた	Rizière marécageuse			<span class="kanji">沼田<span class="furigana">ぬまた</span></span>			
沼津	むなづ	Numazu (ville, préfecture de Shizuoka)			<span class="kanji">沼津<span class="furigana">むなづ</span></span>			
昭和	しょうわ	Shôwa (ère japonaise (1926 - 1989)			<span class="kanji">昭和<span class="furigana">しょうわ</span></span>			
昭和63年	しょうわろくじゅうさんねん	Année 1988			<span class="kanji">昭和63年<span class="furigana">しょうわろくじゅうさんねん</span></span>			
昭和年間	しょうわねんかん	Ère de Shôwa			<span class="kanji">昭和年間<span class="furigana">しょうわねんかん</span></span>			
昭和元年	しょうわがんねん	Première année de l'ère de Shôwa (1926)			<span class="kanji">昭和元年<span class="furigana">しょうわがんねん</span></span>			
照る	てる	Briller		7	<span class="kanji">照<span class="furigana">て</span></span>る		太陽が照っている	
照らす	てらす	Éclairer, illuminer; comparer			<span class="kanji">照<span class="furigana">て</span></span>らす			
照れる	てれる	Se sentir embarrassé / gêné			<span class="kanji">照<span class="furigana">て</span></span>れる			
照明	しょうめい	Éclairage, illumination			<span class="kanji">照明<span class="furigana">しょうめい</span></span>			
対照	たいしょう	Contraste, comparaison, antithèse			<span class="kanji">対照<span class="furigana">たいしょう</span></span>			
参照	さんしょう	Référence			<span class="kanji">参照<span class="furigana">さんしょう</span></span>			
天照大神	あまてらすおおかみ	Amaterasu (déesse du soleil)			<span class="kanji">天照大神<span class="furigana">あまてらすおおかみ</span></span>			
焦がす	こがす	(Laisser) brûler / roussir; se languir de			<span class="kanji">焦<span class="furigana">こ</span></span>がす			
焦げる	こげる	Brûler, roussir			<span class="kanji">焦<span class="furigana">こ</span></span>げる			
焦がれる	こがれる	Se languir de, attendre avec impatience			<span class="kanji">焦<span class="furigana">こ</span></span>がれる			
焦る	あせる	Se hâter, s'impatienter			<span class="kanji">焦<span class="furigana">あせ</span></span>る			
焦点	しょうてん	Foyer (optique), focus			<span class="kanji">焦点<span class="furigana">しょうてん</span></span>			
焦熱地獄	しょうねつじごく	Enfer (brûlant)			<span class="kanji">焦熱地獄<span class="furigana">しょうねつじごく</span></span>			
黒焦げ	くろこげ	Carbonisé			<span class="kanji">黒焦<span class="furigana">くろこ</span></span>げ			
超す	こす	Passer par-dessus, dépasser, surpasser (âge, frontière)			<span class="kanji">超<span class="furigana">こ</span></span>す			
超える	こえる	Dépasser (nombre, mesure)			<span class="kanji">超<span class="furigana">こ</span></span>える			
超過	ちょうか	Excès, surplus			<span class="kanji">超過<span class="furigana">ちょうか</span></span>			
超音速	ちょうおんそく	Vitesse supersonique			<span class="kanji">超音速<span class="furigana">ちょうおんそく</span></span>			
超大国	ちょうたいこく	Superpuissance			<span class="kanji">超大国<span class="furigana">ちょうたいこく</span></span>			
超満員	ちょうまんいん	Bondé, comble, archicomble			<span class="kanji">超満員<span class="furigana">ちょうまんいん</span></span>			
越す	こす	Dépasser, surpasser, traverser, passer au-dessus			<span class="kanji">越<span class="furigana">こ</span></span>す			
越える	こえる	Franchir, traverser, surmonter, passer au-dessus			<span class="kanji">越<span class="furigana">こ</span></span>える			
超越	ちょうえつ	Transcendance			<span class="kanji">超越<span class="furigana">ちょうえつ</span></span>			
越境	えっきょう	Transgression de frontière			<span class="kanji">越境<span class="furigana">えっきょう</span></span>			
引っ越す	ひっこす	Déménager			<span class="kanji">引<span class="furigana">ひ</span></span>っ<span class="kanji">越<span class="furigana">こ</span></span>す			
勝ち越し	かちこし	Bilan positif de victoires / mener (sport)			<span class="kanji">勝<span class="furigana">か</span></span>ち<span class="kanji">越<span class="furigana">こ</span></span>し			
趣	おもむき	Charme; aspect			<span class="kanji">趣<span class="furigana">おもむき</span></span>			
趣味	しゅみ	Goût, intérêt, passe-temps			<span class="kanji">趣味<span class="furigana">しゅみ</span></span>			
趣向	しゅこう	Plan, projet, idée			<span class="kanji">趣向<span class="furigana">しゅこう</span></span>			
趣意	しゅい	Sens; but, dessein			<span class="kanji">趣意<span class="furigana">しゅい</span></span>			
情趣	じょうしゅ	Atmosphère; saveur, charme			<span class="kanji">情趣<span class="furigana">じょうしゅ</span></span>			
野趣	やしゅ	Charme rustique / champêtre			<span class="kanji">野趣<span class="furigana">やしゅ</span></span>			
遊ぶ	あそぶ	Jouer, se divertir, être oisif / inutilisé			<span class="kanji">遊<span class="furigana">あそ</span></span>ぶ			
遊歩道	ゆうほどう	Promenade, esplanade			<span class="kanji">遊歩道<span class="furigana">ゆうほどう</span></span>			
周遊	しゅうゆう	Excursion			<span class="kanji">周遊<span class="furigana">しゅうゆう</span></span>			
周遊券	しゅうゆうけん	Billet d'excursion			<span class="kanji">周遊券<span class="furigana">しゅうゆうけん</span></span>			
遊説	ゆうぜい	Campagne électorale			<span class="kanji">遊説<span class="furigana">ゆうぜい</span></span>			
遊休	ゆうきゅう	Sans occupation, désoeuvré, inutilisé			<span class="kanji">遊休<span class="furigana">ゆうきゅう</span></span>			
遊び相手	あそびあいて	Compagnon / camarade de jeu			<span class="kanji">遊<span class="furigana">あそ</span></span>び<span class="kanji">相手<span class="furigana">あいて</span></span>			
施す	ほどこす	Faire un don / cadeau; exécuter, accomplir, effectuer			<span class="kanji">施<span class="furigana">ほどこ</span></span>す			
施設	しせつ	Institution, établissement			<span class="kanji">施設<span class="furigana">しせつ</span></span>			
施行	しこう	Accomplir, exécuter, appliquer			<span class="kanji">施行<span class="furigana">しこう</span></span>			
施政	しせい	Administration, gouvernement			<span class="kanji">施政<span class="furigana">しせい</span></span>			
実施	じっし	Exécuter, appliquer, mettre en vigueur			<span class="kanji">実施<span class="furigana">じっし</span></span>			
旋回	せんかい	Révolution, rotation, tournoiement			<span class="kanji">旋回<span class="furigana">せんかい</span></span>			
周旋	しゅうせん	Entremise, recommendation, bons offices			<span class="kanji">周旋<span class="furigana">しゅうせん</span></span>			
旋律	せんりつ	Mélodie			<span class="kanji">旋律<span class="furigana">せんりつ</span></span>			
旋風	せんぷう	Tourbillon, tornade; faire sensation			<span class="kanji">旋風<span class="furigana">せんぷう</span></span>			
斡旋	あっせん	Bons offices, entremise			<span class="kanji">斡旋<span class="furigana">あっせん</span></span>			
旗	はた	Drapeau, bannière			<span class="kanji">旗<span class="furigana">はた</span></span>			
国旗	こっき	Drapeau / pavillon (national)			<span class="kanji">国旗<span class="furigana">こっき</span></span>			
校旗	こうき	Drapeau d'une école			<span class="kanji">校旗<span class="furigana">こうき</span></span>			
半旗	はんき	Drapeau en berne			<span class="kanji">半旗<span class="furigana">はんき</span></span>			
星条旗	せいじょうき	Bannière Étoilée (U.S.A.)			<span class="kanji">星条旗<span class="furigana">せいじょうき</span></span>			
旗色	はたいろ	Cours de la guerre; cours (choses), situation			<span class="kanji">旗色<span class="furigana">はたいろ</span></span>			
官吏	かんり	Fonctionnaire			<span class="kanji">官吏<span class="furigana">かんり</span></span>			
吏員	りいん	Fonctionnaire			<span class="kanji">吏員<span class="furigana">りいん</span></span>			
能吏	のうり	Fonctionnaire capable			<span class="kanji">能吏<span class="furigana">のうり</span></span>			
吏党	りとう	Parti des fonctionnaires			<span class="kanji">吏党<span class="furigana">りとう</span></span>			
更に	さらに	De nouveau, de plus, en outre, encore			<span class="kanji">更<span class="furigana">さら</span></span>に			
更かす	ふかす	Prolonger une veillée			<span class="kanji">更<span class="furigana">ふ</span></span>かす			
更ける	ふける	Se faire tard			<span class="kanji">更<span class="furigana">ふ</span></span>ける			
変更	へんこう	Changement, modification			<span class="kanji">変更<span class="furigana">へんこう</span></span>			
更衣室	こういしつ	Vestiaire			<span class="kanji">更衣室<span class="furigana">こういしつ</span></span>			
更年期	こうねんき	Ménopause, retour d'âge			<span class="kanji">更年期<span class="furigana">こうねんき</span></span>			
更生	こうせい	Revenir à la vie, régénération, réhabilitation			<span class="kanji">更生<span class="furigana">こうせい</span></span>			
硬い	かたい	Dur, solide			<span class="kanji">硬<span class="furigana">かた</span></span>い			
硬質	こうしつ	Dur, rigide			<span class="kanji">硬質<span class="furigana">こうしつ</span></span>			
硬度	こうど	(Degré de) dureté			<span class="kanji">硬度<span class="furigana">こうど</span></span>			
硬化	こうか	Durcissement, raidissement, sclérose			<span class="kanji">硬化<span class="furigana">こうか</span></span>			
硬貨	こうか	Pièce de monnaie; monnaie			<span class="kanji">硬貨<span class="furigana">こうか</span></span>			
強硬	きょうこう	Ferme, inflexible			<span class="kanji">強硬<span class="furigana">きょうこう</span></span>			
梗塞	こうそく	Infarctus du myocarde			<span class="kanji">梗塞<span class="furigana">こうそく</span></span>			
桔梗	ききょう	Platycodon, campanule à grandes fleurs			<span class="kanji">桔梗<span class="furigana">ききょう</span></span>			
桔梗色	ききょういろ	Violet foncé			<span class="kanji">桔梗色<span class="furigana">ききょういろ</span></span>			
構える	かまえる	Édifier, ériger, mettre en place; se mettre en position			<span class="kanji">構<span class="furigana">かま</span></span>える			
構う	かまう	S'occuper de, être concerné			<span class="kanji">構<span class="furigana">かま</span></span>う			
機構	きこう	Mécanisme, organisation, structure			<span class="kanji">機構<span class="furigana">きこう</span></span>			
構成	こうせい	Composition, construction, structure			<span class="kanji">構成<span class="furigana">こうせい</span></span>			
構想	こうそう	Plan, conception			<span class="kanji">構想<span class="furigana">こうそう</span></span>			
心構え	こころがまえ	Attitude mentale, être prêt / préparé			<span class="kanji">心構<span class="furigana">こころがま</span></span>え			
購入	こうにゅう	Achat, acquisition			<span class="kanji">購入<span class="furigana">こうにゅう</span></span>			
購入者	こうにゅうしゃ	Acheteur, acquéreur			<span class="kanji">購入者<span class="furigana">こうにゅうしゃ</span></span>			
購買	こうばい	Achat, acquisition			<span class="kanji">購買<span class="furigana">こうばい</span></span>			
購読	こうどく	Abonnement			<span class="kanji">購読<span class="furigana">こうどく</span></span>			
購読料	こうどくりょう	Prix d'un abonnement			<span class="kanji">購読料<span class="furigana">こうどくりょう</span></span>			
溝	みぞ	Fossé, caniveau, rigole, gouttière			<span class="kanji">溝<span class="furigana">みぞ</span></span>			
下水溝	げすいこう	Tuyau d'écoulement, canalisation			<span class="kanji">下水溝<span class="furigana">げすいこう</span></span>			
海溝	かいこう	Fosse marine			<span class="kanji">海溝<span class="furigana">かいこう</span></span>			
日本海溝	にほんかいこう、にっぽんかいこう	Fosse du Japon			<span class="kanji">日本海溝<span class="furigana">にほんかいこう</span></span>			
譲る	ゆずる	Transmettre, léguer; céder, faire des concessions			<span class="kanji">譲<span class="furigana">ゆず</span></span>る			
譲歩	じょうほ	Concession, compromis			<span class="kanji">譲歩<span class="furigana">じょうほ</span></span>			
割譲	かつじょう	Céder (un territoire)			<span class="kanji">割譲<span class="furigana">かつじょう</span></span>			
互譲	ごじょう	Concession mutuelle			<span class="kanji">互譲<span class="furigana">ごじょう</span></span>			
譲り渡す	ゆずりわたす	Céder, transférer			<span class="kanji">譲<span class="furigana">ゆず</span></span>り<span class="kanji">渡<span class="furigana">わた</span></span>す			
親譲り	おやゆずり	Hérité des parents			<span class="kanji">親譲<span class="furigana">おやゆず</span></span>り			
暴れる	あばれる	Se débattre, se déchaîner, être furieux / violent / en rage			<span class="kanji">暴<span class="furigana">あば</span></span>れる			
暴く	あばく	Exhumer, divulguer, découvrir, dévoiler			<span class="kanji">暴<span class="furigana">あば</span></span>く			
暴力団	ぼうりょくだん	Gang, organisation criminelle			<span class="kanji">暴力団<span class="furigana">ぼうりょくだん</span></span>			
暴風	ぼうふう	Vent violent, tempête			<span class="kanji">暴風<span class="furigana">ぼうふう</span></span>			
乱暴	らんぼう	Brutalité, violence			<span class="kanji">乱暴<span class="furigana">らんぼう</span></span>			
暴露	ばくろ	Révélation, divulgation			<span class="kanji">暴露<span class="furigana">ばくろ</span></span>			
爆発	ばくはつ	Explosion			<span class="kanji">爆発<span class="furigana">ばくはつ</span></span>			
爆発的	ばくはつてき	D'une façon explosive			<span class="kanji">爆発的<span class="furigana">ばくはつてき</span></span>			
原爆	げんばく	Bombe atomique			<span class="kanji">原爆<span class="furigana">げんばく</span></span>			
被爆者	ひばくしゃ	Victime d'un bombardement			<span class="kanji">被爆者<span class="furigana">ひばくしゃ</span></span>			
爆薬	ばくやく	(Produit) explosif			<span class="kanji">爆薬<span class="furigana">ばくやく</span></span>			
撃つ	うつ	Attaquer; tirer (avec une arme)			<span class="kanji">撃<span class="furigana">う</span></span>つ			
攻撃	こうげき	Attaque, offensive			<span class="kanji">攻撃<span class="furigana">こうげき</span></span>			
反撃	はんげき	Contre-attaque			<span class="kanji">反撃<span class="furigana">はんげき</span></span>			
爆撃	ばくげき	Bombardement			<span class="kanji">爆撃<span class="furigana">ばくげき</span></span>			
撃沈	げきちん	Couler (un vaisseau ennemi)			<span class="kanji">撃沈<span class="furigana">げきちん</span></span>			
目撃者	もくげきしゃ	Témoin oculaire			<span class="kanji">目撃者<span class="furigana">もくげきしゃ</span></span>			
股	また	Cuisse; entrejambe			<span class="kanji">股<span class="furigana">また</span></span>			
股関節	こかんせつ	Articulation de la hanche			<span class="kanji">股関節<span class="furigana">こかんせつ</span></span>			
内股	うちまた	Partie intérieure des cuisses			<span class="kanji">内股<span class="furigana">うちまた</span></span>			
二股	ふたまた	Bifurcation; indécision, être assis entre deux chaises			<span class="kanji">二股<span class="furigana">ふたまた</span></span>			
激しい	はげしい	Violent, furieux, fort, intense		5	<span class="kanji">激<span class="furigana">はげ</span></span>しい			
過激派	かげきは	Groupe extrémiste			<span class="kanji">過激派<span class="furigana">かげきは</span></span>			
感激	かんげき	Être profondément ému, être enthousiasmé		5	<span class="kanji">感激<span class="furigana">かんげき</span></span>			
激情	げきじょう	Passion, émotion violente			<span class="kanji">激情<span class="furigana">げきじょう</span></span>			
激動	げきどう	Mouvement violet, bouleversement, agitation			<span class="kanji">激動<span class="furigana">げきどう</span></span>			
激流	げきりゅう	Torrent impétueux, rapides			<span class="kanji">激流<span class="furigana">げきりゅう</span></span>			
討つ	うつ	Attaquer, combattre, frapper			<span class="kanji">討<span class="furigana">う</span></span>つ			
検討	けんとう	Examen, étude, investigation			<span class="kanji">検討<span class="furigana">けんとう</span></span>			
討論	とうろん	Débat, discussion			<span class="kanji">討論<span class="furigana">とうろん</span></span>			
討議	とうぎ	Discussion, délibération, débat			<span class="kanji">討議<span class="furigana">とうぎ</span></span>			
討ち死に	うちじに	Mort au combat			<span class="kanji">討<span class="furigana">う</span></span>ち<span class="kanji">死<span class="furigana">じ</span></span>に			
打ち取る	うちとる	Capturer; tuer			<span class="kanji">打<span class="furigana">う</span></span>ち<span class="kanji">取<span class="furigana">と</span></span>る			
訂正	ていせい	Correction, révision			<span class="kanji">訂正<span class="furigana">ていせい</span></span>			
校訂	こうてい	Révision			<span class="kanji">校訂<span class="furigana">こうてい</span></span>			
改訂	かいてい	Révision			<span class="kanji">改訂<span class="furigana">かいてい</span></span>			
増訂	ぞうてい	(Édition) revue et augmentée			<span class="kanji">増訂<span class="furigana">ぞうてい</span></span>			
打つ	うつ	Frapper, battre			<span class="kanji">打<span class="furigana">う</span></span>つ			
打開	だかい	Issue, dénouement, solution			<span class="kanji">打開<span class="furigana">だかい</span></span>			
打算的	ださんてき	Intéressé, calculateur			<span class="kanji">打算的<span class="furigana">ださんてき</span></span>			
打楽器	だがっき	Instrument à percussion			<span class="kanji">打楽器<span class="furigana">だがっき</span></span>			
打ち合わせ	うちあわせ	Arrangement préalable			<span class="kanji">打<span class="furigana">う</span></span>ち<span class="kanji">合<span class="furigana">あ</span></span>わせ			
打ち消し	うちけし	Démenti, négation			<span class="kanji">打<span class="furigana">う</span></span>ち<span class="kanji">消<span class="furigana">け</span></span>し			
投げる	なげる	Jeter			<span class="kanji">投<span class="furigana">な</span></span>げる			
投票	とうひょう	Vote			<span class="kanji">投票<span class="furigana">とうひょう</span></span>			
投書	とうしょ	Lettre à l'éditeur, contribution			<span class="kanji">投書<span class="furigana">とうしょ</span></span>			
投資	とうし	Investissement			<span class="kanji">投資<span class="furigana">とうし</span></span>			
投機	とうき	Spéculation			<span class="kanji">投機<span class="furigana">とうき</span></span>			
投影	とうえい	Projection			<span class="kanji">投影<span class="furigana">とうえい</span></span>			
欧州	おうしゅう	Europe			<span class="kanji">欧州<span class="furigana">おうしゅう</span></span>			
西欧	せいおう	Europe de l'Ouest			<span class="kanji">西欧<span class="furigana">せいおう</span></span>			
欧米	おうべい	Europe et Amérique / U.S.A.			<span class="kanji">欧米<span class="furigana">おうべい</span></span>			
北欧諸国	ほくおうしょこく	Les pays nordiques : scandinaves			<span class="kanji">北欧諸国<span class="furigana">ほくおうしょこく</span></span>			
欧州連合	おうしゅうれんごう	L'Union Européenne			<span class="kanji">欧州連合<span class="furigana">おうしゅうれんごう</span></span>			
枢軸	すうじく	Pivot, axe, centre			<span class="kanji">枢軸<span class="furigana">すうじく</span></span>			
中枢	ちゅうすう	Centre, noyau			<span class="kanji">中枢<span class="furigana">ちゅうすう</span></span>			
枢要	すうよう	Important			<span class="kanji">枢要<span class="furigana">すうよう</span></span>			
枢密	すうみつ	Secret d'État			<span class="kanji">枢密<span class="furigana">すうみつ</span></span>			
断る	ことわる	Décliner, refuser; avertir; interdire			<span class="kanji">断<span class="furigana">ことわ</span></span>る			
断つ	たつ	Couper, trancher			<span class="kanji">断<span class="furigana">た</span></span>つ			
決断	けつだん	Décision, résolution			<span class="kanji">決断<span class="furigana">けつだん</span></span>			
油断	ゆだん	Inattention, négligence			<span class="kanji">油断<span class="furigana">ゆだん</span></span>			
