中央区	ちゅうおうく	Arrondissement Chûô (Tôkyô)			<span class="kanji">中央区<span class="furigana">ちゅうおうく</span></span>			
映す	うつす	Réfléchir, refléter, projeter		5	<span class="kanji">映<span class="furigana">うつ</span></span>す			
映る	うつる	Se refléter, se réfléchir, se projeter		5	<span class="kanji">映<span class="furigana">うつ</span></span>る	鏡・画面などに姿や形が現れる。		
湖面に映る	こめんにうつる	Se refléter sur le lac		5	<span class="kanji">湖面<span class="furigana">こめん</span></span>に<span class="kanji">映<span class="furigana">うつ</span></span>る			
映える	はえる	Briller, miroiter		5	<span class="kanji">映<span class="furigana">は</span></span>える			
映画	えいが	Film		5	<span class="kanji">映画<span class="furigana">えいが</span></span>			
反映	はんえい	Reflet, réflexion		5	<span class="kanji">反映<span class="furigana">はんえい</span></span>			
上映	じょうえい	Projection (d'un film)		5	<span class="kanji">上映<span class="furigana">じょうえい</span></span>			
夕映え	ゆうばえ	Embrasement du ciel au couchant		5	<span class="kanji">夕映<span class="furigana">ゆうば</span></span>え			
英気	えいき	Énergie/force (mentale), enthousiasme			<span class="kanji">英気<span class="furigana">えいき</span></span>			
石英	せきえい	Quartz			<span class="kanji">石英<span class="furigana">せきえい</span></span>			
英語	えいご	Langue anglaise			<span class="kanji">英語<span class="furigana">えいご</span></span>			
和英	わえい	Japonais-Anglais (dictionnaire, traduction)			<span class="kanji">和英<span class="furigana">わえい</span></span>			
英会話	えいかいわ	Conversation anglaise			<span class="kanji">英会話<span class="furigana">えいかいわ</span></span>			
問題	もんだい	Problème, question			<span class="kanji">問題<span class="furigana">もんだい</span></span>			
議題	ぎだい	Ordre du jour, sujet de discussion			<span class="kanji">議題<span class="furigana">ぎだい</span></span>			
話題	わだい	Sujet d'une conversation			<span class="kanji">話題<span class="furigana">わだい</span></span>			
表題	ひょうだい	Titre, rubrique			<span class="kanji">表題<span class="furigana">ひょうだい</span></span>			
宿題	しゅくだい	Devoirs (d'école)			<span class="kanji">宿題<span class="furigana">しゅくだい</span></span>			
定める	さだめる	Déterminer, décider			<span class="kanji">定<span class="furigana">さだ</span></span>める			
定まる	さだまる	Être décidé/déterminé			<span class="kanji">定<span class="furigana">さだ</span></span>まる			
定か	さだか	Certain, certainement			<span class="kanji">定<span class="furigana">さだ</span></span>か			
安定	あんてい	Stabilité, équilibre			<span class="kanji">安定<span class="furigana">あんてい</span></span>			
協定	きょうてい	Accord, pacte, convention			<span class="kanji">協定<span class="furigana">きょうてい</span></span>			
定食	ていしょく	Menu du jour/à prix fixe			<span class="kanji">定食<span class="furigana">ていしょく</span></span>			
未定	みてい	Non fixé, indéterminé			<span class="kanji">未定<span class="furigana">みてい</span></span>			
決める	きめる	Décider			<span class="kanji">決<span class="furigana">き</span></span>める			
決まる	きまる	Être décidé			<span class="kanji">決<span class="furigana">き</span></span>まる			
決定	けってい	Décision, détermination			<span class="kanji">決定<span class="furigana">けってい</span></span>			
決心	けっしん	Détermination, résolution			<span class="kanji">決心<span class="furigana">けっしん</span></span>			
決意	けつい	Résolution, décision			<span class="kanji">決意<span class="furigana">けつい</span></span>			
議決	ぎけつ	Décision, vote (d'une assemblée)			<span class="kanji">議決<span class="furigana">ぎけつ</span></span>			
未決	みけつ	En suspens, pas encore décidé			<span class="kanji">未決<span class="furigana">みけつ</span></span>			
注ぐ	そそぐ	Verser			<span class="kanji">注<span class="furigana">そそ</span></span>ぐ			
注意	ちゅうい	Attention; prudence; avertissement			<span class="kanji">注意<span class="furigana">ちゅうい</span></span>			
注目	ちゅうもく	Attention, considération			<span class="kanji">注目<span class="furigana">ちゅうもく</span></span>			
注文	ちゅうもん	Commande, ordre			<span class="kanji">注文<span class="furigana">ちゅうもん</span></span>			
発注	はっちゅう	Commander			<span class="kanji">発注<span class="furigana">はっちゅう</span></span>			
注入	ちゅうにゅう	Injection, instillation: infuser			<span class="kanji">注入<span class="furigana">ちゅうにゅう</span></span>			
楽	らく	Plaisir; aises			<span class="kanji">楽<span class="furigana">らく</span></span>			
楽しむ	たのしむ	Se réjouir, prendre plaisir			<span class="kanji">楽<span class="furigana">たの</span></span>しむ			
楽しい	たのしい	Agréable, amusant, plaisant			<span class="kanji">楽<span class="furigana">たの</span></span>しい			
音楽	おんがく	Musique			<span class="kanji">音楽<span class="furigana">おんがく</span></span>			
文楽	ぶんらく	Théâtre de marionnettes japonais			<span class="kanji">文楽<span class="furigana">ぶんらく</span></span>			
楽天家	らくてんか	(Un/une) optimiste			<span class="kanji">楽天家<span class="furigana">らくてんか</span></span>			
安楽死	あんらくし	Euthanasie			<span class="kanji">安楽死<span class="furigana">あんらくし</span></span>			
薬	くすり	Médicament; produits chimiques			<span class="kanji">薬<span class="furigana">くすり</span></span>			
薬学	やくがく	Pharmacologie			<span class="kanji">薬学<span class="furigana">やくがく</span></span>			
薬品	やくひん	Médicaments			<span class="kanji">薬品<span class="furigana">やくひん</span></span>			
薬味	やくみ	Épices, condiments			<span class="kanji">薬味<span class="furigana">やくみ</span></span>			
薬局	やっきょく	Pharmacie			<span class="kanji">薬局<span class="furigana">やっきょく</span></span>			
薬屋	くすりや	Pharmacie, droguerie; pharmacien			<span class="kanji">薬屋<span class="furigana">くすりや</span></span>			
作る	つくる	Fabriquer, faire			<span class="kanji">作<span class="furigana">つく</span></span>る			
作家	さっか	Écrivain, auteur			<span class="kanji">作家<span class="furigana">さっか</span></span>			
作品	さくひん	Ouvrage littéraire			<span class="kanji">作品<span class="furigana">さくひん</span></span>			
作戦	さくせん	Tactique, manoeuvre, opération (militaire)			<span class="kanji">作戦<span class="furigana">さくせん</span></span>			
作り話	つくりばなし	Histoire inventée, fiction			<span class="kanji">作<span class="furigana">つく</span></span>り<span class="kanji">話<span class="furigana">ばなし</span></span>			
手作り	てづくり	Fait à la main			<span class="kanji">手作<span class="furigana">てづく</span></span>り			
昨年	さくねん	L'an dernier/passé			<span class="kanji">昨年<span class="furigana">さくねん</span></span>			
昨日	さくじつ、きのう	Hier			<span class="kanji">昨日<span class="furigana">きのう</span></span>			
一昨日	おととい	Avant-hier			<span class="kanji">一昨日<span class="furigana">おととい</span></span>			
一昨年	おととし	Il y a deux ans			<span class="kanji">一昨年<span class="furigana">おととし</span></span>			
昨今	さっこん	Récemment, ces jours-ci, ces derniers temps			<span class="kanji">昨今<span class="furigana">さっこん</span></span>			
一段	いちだん	Un degré; un échelon			<span class="kanji">一段<span class="furigana">いちだん</span></span>			
石段	いしだん	Escalier de pierre		10	<span class="kanji">石段<span class="furigana">いしだん</span></span>			
段々畑	だんだんばたけ	Champs en terrasses			<span class="kanji">段々畑<span class="furigana">だんだんばたけ</span></span>			
手段	しゅだん	Moyen, mesure, procédé			<span class="kanji">手段<span class="furigana">しゅだん</span></span>			
段取り	だんどり	Préparation, programme, plan			<span class="kanji">段取<span class="furigana">だんど</span></span>り			
由来	ゆらい	Origine, cause, source			<span class="kanji">由来<span class="furigana">ゆらい</span></span>			
理由	りゆう	Raison, cause, motif			<span class="kanji">理由<span class="furigana">りゆう</span></span>			
自由	じゆう	Liberté			<span class="kanji">自由<span class="furigana">じゆう</span></span>			
不自由	ふじゆう	Gêne, manque, pauvreté; handicapé (moteur)			<span class="kanji">不自由<span class="furigana">ふじゆう</span></span>			
事由	じゆう	Cause, raison			<span class="kanji">事由<span class="furigana">じゆう</span></span>			
油	あぶら	Huile			<span class="kanji">油<span class="furigana">あぶら</span></span>			
石油	せきゆ	Pétrole			<span class="kanji">石油<span class="furigana">せきゆ</span></span>			
原油	げんゆ	Pétrole brut			<span class="kanji">原油<span class="furigana">げんゆ</span></span>			
油田	ゆでん	Champ pétrolifère			<span class="kanji">油田<span class="furigana">ゆでん</span></span>			
給油所	きゅうゆしょ、きゅうゆじょ	Station-service			<span class="kanji">給油所<span class="furigana">きゅうゆしょ</span></span>			
油絵	あぶらえ	Peinture à l'huile			<span class="kanji">油絵<span class="furigana">あぶらえ</span></span>			
対	つい	Paire			<span class="kanji">対<span class="furigana">つい</span></span>			
反対	はんたい	Opposé, opposition, contraire; résistance			<span class="kanji">反対<span class="furigana">はんたい</span></span>			
